# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156908
3 0.00197183
4 0.000247669
5 3.12487e-05
6 3.95324e-06
7 4.86564e-07
8 6.14528e-08
9 7.59552e-09
10 9.27815e-10
11 1.20254e-10
