# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157054
3 0.00197459
4 0.000246339
5 3.0678e-05
6 3.93322e-06
7 4.77045e-07
8 5.97878e-08
9 7.70255e-09
10 9.69117e-10
11 1.18279e-10
