# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157628
3 0.0019862
4 0.000246651
5 3.09857e-05
6 3.87119e-06
7 4.90954e-07
8 6.12146e-08
9 7.48446e-09
10 9.5875e-10
11 1.21948e-10
