# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015738
3 0.00197288
4 0.000245441
5 3.05817e-05
6 3.79624e-06
7 4.80196e-07
8 6.09167e-08
9 7.70907e-09
10 9.43859e-10
11 1.13139e-10
