# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157077
3 0.00197276
4 0.000249146
5 3.1423e-05
6 3.9408e-06
7 4.8794e-07
8 6.04255e-08
9 7.60583e-09
10 9.34773e-10
11 1.17385e-10
