# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156641
3 0.00196299
4 0.000246865
5 3.09629e-05
6 3.85095e-06
7 4.82265e-07
8 5.93896e-08
9 7.49097e-09
10 9.61798e-10
11 1.20555e-10
