# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157828
3 0.001992
4 0.000251304
5 3.1693e-05
6 3.95503e-06
7 5.0156e-07
8 6.19033e-08
9 7.79464e-09
10 9.84555e-10
11 1.2395e-10
