# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015759
3 0.00195825
4 0.000245518
5 3.06701e-05
6 3.77535e-06
7 4.83117e-07
8 5.9031e-08
9 7.28882e-09
10 9.6731e-10
11 1.19049e-10
