# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015735
3 0.00198912
4 0.000246233
5 3.02201e-05
6 3.90312e-06
7 4.98704e-07
8 6.173e-08
9 7.6401e-09
10 9.61671e-10
11 1.19326e-10
