# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157193
3 0.0019812
4 0.000248255
5 3.15666e-05
6 3.96034e-06
7 4.90037e-07
8 6.13344e-08
9 7.59684e-09
10 9.67707e-10
11 1.18704e-10
