# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156872
3 0.00197923
4 0.000247574
5 3.05891e-05
6 3.87455e-06
7 4.81157e-07
8 6.16266e-08
9 7.56642e-09
10 9.52398e-10
11 1.17183e-10
