# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156508
3 0.00197286
4 0.000247883
5 3.1036e-05
6 3.78582e-06
7 4.65314e-07
8 6.00854e-08
9 7.75092e-09
10 9.53491e-10
11 1.20714e-10
