# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157662
3 0.00199068
4 0.000247935
5 3.07516e-05
6 3.80099e-06
7 4.82431e-07
8 6.07838e-08
9 7.86358e-09
10 9.80264e-10
11 1.26893e-10
