# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.015743
3 0.00197724
4 0.000249261
5 3.13142e-05
6 3.87007e-06
7 4.82336e-07
8 6.25946e-08
9 7.62481e-09
10 9.43013e-10
11 1.20755e-10
