# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158899
3 0.00197832
4 0.000249307
5 3.13558e-05
6 4.00776e-06
7 5.02553e-07
8 6.37107e-08
9 7.44085e-09
10 9.6483e-10
11 1.22734e-10
