# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157565
3 0.00199475
4 0.000246611
5 3.1368e-05
6 3.84707e-06
7 4.89066e-07
8 6.11176e-08
9 7.77021e-09
10 9.80715e-10
11 1.14949e-10
