# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157855
3 0.00197463
4 0.000248777
5 3.12741e-05
6 3.88475e-06
7 4.92032e-07
8 6.14601e-08
9 7.55846e-09
10 9.68389e-10
11 1.19249e-10
