# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157286
3 0.00198438
4 0.000248565
5 3.13563e-05
6 3.92804e-06
7 4.93114e-07
8 6.24899e-08
9 7.71316e-09
10 9.89915e-10
11 1.2359e-10
