# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157448
3 0.00196751
4 0.000246131
5 3.05783e-05
6 3.95359e-06
7 4.84392e-07
8 6.13427e-08
9 7.85846e-09
10 9.51693e-10
11 1.19169e-10
