# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0156788
3 0.00196809
4 0.000246241
5 3.06825e-05
6 3.79017e-06
7 4.75215e-07
8 5.99148e-08
9 7.44854e-09
10 9.28761e-10
11 1.09464e-10
