# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0158274
3 0.00196638
4 0.000248441
5 3.08358e-05
6 3.90626e-06
7 4.87277e-07
8 6.08925e-08
9 7.52688e-09
10 9.64259e-10
11 1.20866e-10
