# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157808
3 0.00198099
4 0.000248371
5 3.09058e-05
6 3.92469e-06
7 4.83478e-07
8 6.03334e-08
9 7.83579e-09
10 9.66476e-10
11 1.19709e-10
