# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157271
3 0.00196115
4 0.000243509
5 3.06552e-05
6 3.84268e-06
7 4.77241e-07
8 5.88961e-08
9 7.57696e-09
10 9.60632e-10
11 1.16012e-10
