# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_vertex
2 0.0157415
3 0.00197556
4 0.000244822
5 3.0862e-05
6 3.97063e-06
7 4.78393e-07
8 6.23032e-08
9 7.54401e-09
10 9.4797e-10
11 1.21066e-10
