# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 for LL 3:PJ!=0 for L2L 
2 0.715733 0.342669 
3 0.377369 0.0925237 
4 0.16426 0.0202688 
5 0.0634797 0.00393252 
6 0.0227005 0.00070477 
7 0.00769497 0.00011971 
8 0.00250498 1.95253e-05 
9 0.000790577 3.08518e-06 
10 0.000243699 4.76195e-07 
11 7.36954e-05 7.21092e-08 
12 2.1923e-05 1.0735e-08 
13 6.43508e-06 1.57709e-09 
14 1.86495e-06 2.28765e-10 
15 5.34965e-07 3.28502e-11 
16 1.52067e-07 4.67266e-12 
17 4.29305e-08 6.60008e-13 
18 1.20362e-08 9.26033e-14 
19 3.35296e-09 1.29133e-14 
20 9.29701e-10 1.79207e-15 
21 2.56388e-10 2.47181e-16 
22 7.04533e-11 3.39789e-17 
23 1.92745e-11 4.64685e-18 
