# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 7:con_linea 8:error 
2 0.0569093 0.000235209 -0.0590901 0.00218081 0 0.25121 0.000122262 
3 0.00983466 8.74271e-05 -0.0104572 0.000441439 0.000181121 0.125911 7.84596e-05 
4 0.00164972 3.1509e-05 -0.00173002 2.85051e-05 5.17968e-05 0.0631021 4.65042e-05 
5 0.000254633 1.13225e-05 -0.000271027 -4.69901e-06 2.1093e-05 0.0315865 2.64213e-05 
6 3.6947e-05 4.01292e-06 -3.91406e-05 -8.45127e-08 2.27817e-06 0.015832 1.46414e-05 
7 6.93085e-06 1.35971e-06 -5.8071e-06 -4.73945e-07 -6.49802e-07 0.00792908 7.97547e-06 
8 8.16681e-07 4.3462e-07 -8.16825e-07 -2.86842e-08 2.88287e-08 0.00396566 4.28884e-06 
9 1.00246e-07 1.31969e-07 -1.12996e-07 -1.49695e-08 2.77187e-08 0.001991 2.29004e-06 
10 1.05831e-08 3.85255e-08 -1.629e-08 -2.61229e-10 5.96808e-09 0.000995345 1.21155e-06 
11 4.29288e-09 1.10078e-08 -2.25554e-09 -2.05801e-10 -1.83155e-09 0.000498626 6.37966e-07 
