# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 7:con_linea 8:error 
2 0.0571738 0.000235082 -0.0593887 0.00221494 0 0.25094 0.000122218 
3 0.00975491 8.7264e-05 -0.0103644 0.000440163 0.000169335 0.125584 7.83706e-05 
4 0.0016194 3.14145e-05 -0.00168753 2.42718e-05 4.38584e-05 0.0627084 4.63566e-05 
5 0.000245694 1.12488e-05 -0.000255562 -2.14062e-06 1.20083e-05 0.0314308 2.63339e-05 
6 3.94108e-05 3.9875e-06 -3.92443e-05 -9.57837e-07 7.91333e-07 0.0157364 1.45792e-05 
7 6.15715e-06 1.35113e-06 -5.84315e-06 -1.07371e-07 -2.06631e-07 0.00787002 7.9315e-06 
8 9.36075e-07 4.29627e-07 -8.15414e-07 -1.09338e-07 -1.13238e-08 0.00393956 4.26559e-06 
9 9.00429e-08 1.30618e-07 -1.16768e-07 -3.89825e-09 3.06236e-08 0.00197 2.27219e-06 
10 -1.57492e-08 3.81397e-08 -1.5423e-08 -1.09495e-10 3.12818e-08 0.000986269 1.20231e-06 
11 -1.00802e-08 1.08387e-08 -2.13441e-09 -5.13915e-10 1.27286e-08 0.000493059 6.32215e-07 
