# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.00147121 4.79064e-05 -0.00157423 2.76561e-05 7.53602e-05 
3 3.95004e-05 1.13713e-05 -3.60183e-05 -1.58637e-06 -1.89567e-06 
4 -6.7351e-07 2.02315e-06 -7.3668e-07 -2.38354e-08 1.43403e-06 
5 3.53052e-07 3.16556e-07 -1.43192e-08 1.39382e-09 -3.40127e-07 
6 4.25974e-08 4.699e-08 -2.65995e-10 -5.69316e-11 -4.22745e-08 
7 2.06333e-09 6.79019e-09 -4.88817e-12 -1.87658e-13 -2.05826e-09 
8 -1.38741e-09 9.74732e-10 -8.73378e-14 -4.48287e-14 1.38754e-09 
9 1.15101e-10 1.36394e-10 -1.59262e-15 -1.36011e-15 -1.15098e-10 
10 -3.62834e-11 1.88766e-11 -2.69981e-17 -2.43438e-17 3.62835e-11 
11 3.44304e-12 2.63172e-12 -4.94635e-19 3.80574e-20 -3.44304e-12 
