# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.00154507 4.80086e-05 -0.00157029 2.74961e-05 -2.27519e-06 
3 1.45682e-05 1.13867e-05 -3.56848e-05 -2.18659e-07 2.13353e-05 
4 3.20605e-07 2.03144e-06 -7.22019e-07 4.55246e-09 3.96862e-07 
5 -9.48674e-08 3.18612e-07 -1.47923e-08 -4.08964e-10 1.10069e-07 
6 -1.93069e-08 4.74595e-08 -2.7088e-10 3.11958e-11 1.95466e-08 
7 4.08081e-09 6.82748e-09 -5.09495e-12 -1.13038e-12 -4.07458e-09 
8 9.72987e-10 9.90547e-10 -9.07356e-14 3.10664e-14 -9.72927e-10 
9 1.0041e-10 1.38961e-10 -1.54483e-15 2.6034e-16 -1.00408e-10 
10 3.34532e-12 1.932e-11 -2.70937e-17 7.83934e-18 -3.3453e-12 
11 -1.79239e-12 2.67719e-12 -5.04088e-19 4.39118e-19 1.79239e-12 
