# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.0015362 4.7976e-05 -0.00160143 3.52118e-05 3.00197e-05 
3 2.43506e-05 1.14234e-05 -3.6905e-05 2.05654e-06 1.04978e-05 
4 1.82594e-06 2.03948e-06 -7.57413e-07 -8.68825e-08 -9.81643e-07 
5 -1.822e-09 3.18342e-07 -1.508e-08 1.23842e-09 1.56636e-08 
6 -3.65954e-09 4.76913e-08 -2.85696e-10 -1.91317e-11 3.96437e-09 
7 1.75987e-09 6.92404e-09 -5.33466e-12 6.39114e-13 -1.75518e-09 
8 -1.44397e-10 9.92321e-10 -9.14911e-14 -5.23172e-14 1.44541e-10 
9 1.85235e-11 1.39716e-10 -1.67506e-15 -1.41316e-15 -1.85204e-11 
10 -4.89258e-12 1.94822e-11 -2.84498e-17 -2.7314e-18 4.89261e-12 
11 3.05443e-12 2.6989e-12 -5.06567e-19 -2.95226e-19 -3.05443e-12 
