# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 
2 0.00152842 4.80044e-05 -0.00157843 4.72907e-05 2.71763e-06 
3 3.25767e-05 1.14077e-05 -3.61981e-05 -7.49169e-07 4.37052e-06 
4 1.77457e-06 2.03927e-06 -7.63979e-07 -2.86168e-08 -9.81977e-07 
5 -4.14906e-07 3.19627e-07 -1.45847e-08 -2.36174e-09 4.31853e-07 
6 -5.2384e-08 4.73381e-08 -2.66476e-10 -2.40859e-11 5.26746e-08 
7 8.76029e-09 6.91825e-09 -5.07682e-12 1.49205e-12 -8.7567e-09 
8 -3.49163e-10 9.86346e-10 -9.33963e-14 4.91227e-14 3.49207e-10 
9 1.0267e-10 1.39267e-10 -1.65228e-15 -9.72469e-16 -1.02667e-10 
10 2.5001e-11 1.94702e-11 -2.91571e-17 -4.12864e-18 -2.5001e-11 
11 -2.07092e-13 2.70216e-12 -4.93269e-19 2.02412e-19 2.07093e-13 
