# z: 3 h: 0.358 N: 10000000 
# 1:L 2:con_loop 3:error 4:con_loopAA 5:con_loopAB 6: con_loopAC 7:con_linea 8:error 
2 0.115124 0.000341479 -0.119315 0.00419087 0 0.250641 0.000122158 
3 0.0396872 0.000202939 -0.0419151 0.00115848 0.00106939 0.125559 7.83452e-05 
4 0.0128412 0.000121504 -0.0137124 -1.62519e-07 0.000871415 0.0628028 4.63655e-05 
5 0.00391102 7.68233e-05 -0.00424568 -0.00016582 0.000500481 0.0313963 2.63084e-05 
6 0.00112967 4.98909e-05 -0.00124051 -5.59981e-05 0.000166839 0.0157258 1.45653e-05 
7 0.000322735 3.14637e-05 -0.000365769 -4.65662e-05 8.95998e-05 0.00785319 7.91688e-06 
8 8.71704e-05 1.89324e-05 -0.000104153 -1.059e-05 2.75724e-05 0.00393208 4.25674e-06 
9 3.05341e-05 1.08776e-05 -2.88496e-05 -4.92246e-06 3.23803e-06 0.00196874 2.26809e-06 
10 7.03618e-06 6.04623e-06 -7.9591e-06 -1.06348e-06 1.98641e-06 0.000984227 1.19915e-06 
11 4.64316e-06 3.29014e-06 -2.17993e-06 -4.90569e-07 -1.97266e-06 0.000490868 6.2984e-07 
