# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0897759
3 0.0117246
4 0.0012712
5 0.000122751
6 1.10128e-05
7 9.25265e-07
8 7.82766e-08
9 6.51557e-09
10 5.2227e-10
11 4.88831e-11
12 4.1737e-12
13 2.71965e-13
14 6.01718e-14
