# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0902376
3 0.0117943
4 0.00128821
5 0.00012626
6 1.1323e-05
7 1.00445e-06
8 8.14256e-08
9 6.51783e-09
10 4.64291e-10
11 2.51617e-11
12 3.16914e-12
13 -4.1175e-15
14 4.45932e-15
