# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.089667
3 0.0116471
4 0.00126142
5 0.000123857
6 1.1047e-05
7 9.47556e-07
8 7.98532e-08
9 5.6466e-09
10 4.70111e-10
11 3.4979e-11
12 2.51418e-12
13 -7.43345e-14
14 -3.087e-15
