# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896956
3 0.0116867
4 0.00128331
5 0.000123062
6 1.1222e-05
7 9.80726e-07
8 8.03348e-08
9 6.65635e-09
10 4.88239e-10
11 5.07171e-11
12 4.24094e-12
13 6.44923e-13
14 9.78017e-14
