# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0892013
3 0.0115847
4 0.00125883
5 0.000121399
6 1.05665e-05
7 8.87005e-07
8 6.6962e-08
9 5.58474e-09
10 4.40709e-10
11 4.07835e-11
12 3.0832e-13
13 -6.86712e-14
14 -5.7083e-15
