# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899329
3 0.0117886
4 0.00129567
5 0.000124401
6 1.14791e-05
7 9.76426e-07
8 7.93101e-08
9 7.22754e-09
10 5.62679e-10
11 5.08246e-11
12 3.07048e-12
13 6.44595e-13
14 3.16494e-14
