# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0901574
3 0.011721
4 0.00128629
5 0.000125742
6 1.13161e-05
7 9.6233e-07
8 7.66967e-08
9 5.27839e-09
10 4.34938e-10
11 1.29556e-11
12 8.7747e-13
13 1.72629e-13
14 -2.78476e-14
