# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0898841
3 0.011713
4 0.00126628
5 0.000123491
6 1.09959e-05
7 9.30765e-07
8 7.61613e-08
9 5.45022e-09
10 3.85777e-10
11 5.07664e-11
12 3.9582e-13
13 2.57971e-13
14 1.32443e-14
