# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0900906
3 0.011746
4 0.00127529
5 0.000123815
6 1.11581e-05
7 9.48915e-07
8 7.11417e-08
9 6.1204e-09
10 4.29286e-10
11 3.98381e-11
12 9.58262e-13
13 2.13634e-14
14 -1.7279e-14
