# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896203
3 0.0116516
4 0.0012723
5 0.000123232
6 1.09712e-05
7 9.31133e-07
8 7.28805e-08
9 5.96667e-09
10 4.75557e-10
11 2.92122e-11
12 1.70602e-12
13 4.16e-13
14 4.98715e-14
