# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0895628
3 0.0116192
4 0.00127813
5 0.000122192
6 1.09928e-05
7 9.42634e-07
8 7.78112e-08
9 6.31989e-09
10 4.71764e-10
11 4.628e-11
12 2.8346e-12
13 3.02285e-13
14 3.5849e-14
