# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0901464
3 0.0118132
4 0.00128778
5 0.000125623
6 1.13838e-05
7 9.55069e-07
8 8.2446e-08
9 6.9986e-09
10 5.67302e-10
11 4.64034e-11
12 4.49617e-12
13 3.05484e-13
14 3.17267e-14
