# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0897521
3 0.0117545
4 0.00128182
5 0.000123721
6 1.11935e-05
7 9.21693e-07
8 8.36513e-08
9 6.2406e-09
10 5.28665e-10
11 3.41729e-11
12 4.44543e-12
13 6.81177e-13
14 3.23568e-14
