# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0898211
3 0.0116656
4 0.00127125
5 0.000123741
6 1.09352e-05
7 9.51447e-07
8 7.87669e-08
9 5.84818e-09
10 5.83679e-10
11 3.85418e-11
12 3.625e-12
13 8.27012e-14
14 -1.22943e-14
