# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.089807
3 0.0116612
4 0.00126066
5 0.000122573
6 1.10101e-05
7 9.33982e-07
8 7.94213e-08
9 6.38969e-09
10 4.64913e-10
11 3.08144e-11
12 1.83425e-12
13 -2.84399e-14
14 -2.6409e-14
