# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0900358
3 0.0117823
4 0.00128278
5 0.000125219
6 1.12847e-05
7 9.76604e-07
8 8.45563e-08
9 6.34771e-09
10 5.18697e-10
11 4.75194e-11
12 4.31926e-12
13 5.00248e-13
14 2.95237e-14
