# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0900566
3 0.0117145
4 0.00126879
5 0.000123079
6 1.10432e-05
7 9.20916e-07
8 7.86223e-08
9 5.89523e-09
10 5.30391e-10
11 4.67005e-11
12 1.88822e-12
13 1.11459e-13
14 2.74798e-14
