# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896804
3 0.0116602
4 0.00127619
5 0.000122676
6 1.09285e-05
7 9.42742e-07
8 7.04611e-08
9 5.19337e-09
10 3.13952e-10
11 9.44283e-12
12 -1.20296e-12
13 -9.30631e-14
14 -7.66324e-14
