# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0902816
3 0.011808
4 0.00129497
5 0.000126438
6 1.14436e-05
7 1.01084e-06
8 8.53517e-08
9 6.63336e-09
10 5.25836e-10
11 4.97832e-11
12 3.61755e-12
13 5.87391e-13
14 3.99456e-14
