# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896264
3 0.0116703
4 0.00127028
5 0.000121588
6 1.08677e-05
7 9.6325e-07
8 8.17348e-08
9 6.78735e-09
10 4.61642e-10
11 1.98145e-11
12 8.94137e-13
13 1.08363e-14
14 4.75644e-14
