# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899233
3 0.0117447
4 0.00128097
5 0.000124168
6 1.12014e-05
7 9.47329e-07
8 8.37322e-08
9 6.53392e-09
10 4.32526e-10
11 2.65001e-11
12 2.226e-12
13 1.59176e-13
14 3.23491e-14
