# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0896316
3 0.0116702
4 0.00126326
5 0.000122115
6 1.0676e-05
7 9.38655e-07
8 7.78552e-08
9 5.86734e-09
10 4.14513e-10
11 3.32608e-11
12 1.71998e-12
13 2.22367e-13
14 -1.73221e-14
