# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.089394
3 0.0117124
4 0.00127974
5 0.000122995
6 1.10717e-05
7 9.41004e-07
8 7.89667e-08
9 5.28498e-09
10 4.42294e-10
11 3.24509e-11
12 1.14401e-12
13 7.47889e-14
14 1.45012e-14
