# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0900783
3 0.0117041
4 0.00127844
5 0.000122294
6 1.09418e-05
7 9.27032e-07
8 6.98287e-08
9 5.5248e-09
10 3.31843e-10
11 3.26401e-11
12 2.88781e-12
13 -7.06204e-14
14 -1.71659e-14
