# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0898445
3 0.011735
4 0.00128027
5 0.000125055
6 1.12725e-05
7 9.26768e-07
8 8.33419e-08
9 6.10565e-09
10 4.68387e-10
11 2.33178e-11
12 2.52468e-12
13 -1.92034e-13
14 -1.1069e-14
