# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0904959
3 0.0118502
4 0.00129394
5 0.000127062
6 1.12415e-05
7 9.55345e-07
8 7.5717e-08
9 5.37483e-09
10 4.24215e-10
11 2.69328e-11
12 2.44808e-12
13 2.50868e-13
14 2.56443e-16
