# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0900963
3 0.0118263
4 0.00128963
5 0.000126222
6 1.12781e-05
7 9.74932e-07
8 7.76981e-08
9 5.64367e-09
10 5.02103e-10
11 4.14684e-11
12 2.45287e-12
13 2.31821e-13
14 2.97113e-15
