# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0897343
3 0.0117143
4 0.00127418
5 0.000123838
6 1.11646e-05
7 9.66424e-07
8 7.97657e-08
9 6.38343e-09
10 5.42823e-10
11 3.6947e-11
12 2.53051e-12
13 7.30257e-14
14 -1.95864e-14
