# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0901271
3 0.0117303
4 0.00128506
5 0.000123354
6 1.10084e-05
7 9.4446e-07
8 7.76938e-08
9 4.81677e-09
10 4.16821e-10
11 3.21433e-11
12 1.83506e-12
13 1.42459e-13
14 1.22961e-14
