# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0899088
3 0.0117184
4 0.00127747
5 0.000124098
6 1.11211e-05
7 9.40676e-07
8 8.21779e-08
9 7.23455e-09
10 5.32224e-10
11 4.46339e-11
12 4.74913e-12
13 3.90662e-13
14 7.87784e-15
