# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0905505
3 0.0118393
4 0.00129859
5 0.000125467
6 1.14162e-05
7 1.02871e-06
8 8.33259e-08
9 6.31858e-09
10 4.67611e-10
11 2.61062e-11
12 3.10131e-12
13 2.90666e-13
14 -1.85346e-15
