# z: 3 h: 0.358 N: 10000000 
# 1:L 2:PJ!=0 
2 0.0898453
3 0.0117453
4 0.00127971
5 0.000124503
6 1.10764e-05
7 9.52227e-07
8 7.63594e-08
9 6.05492e-09
10 4.29058e-10
11 2.5835e-11
12 2.75924e-12
13 3.19036e-13
14 -2.37642e-14
